country,city,month,attractions,hostelNight,drinks,meals,transport,minTemp,maxTemp,precipitation,currency,currencyCode,visitorsCity,region,wikiLink
Austria,Vienna,January,14,19.56,10.5,20.4,4.4,-3.7,2.5,35,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,February,14,19.56,10.5,20.4,4.4,-2.5,4.8,39,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,March,14,19.56,10.5,20.4,4.4,0.2,9.9,41,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,April,14,19.56,10.5,20.4,4.4,4.4,15.6,48,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,May,14,19.56,10.5,20.4,4.4,8.9,20.7,64,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,June,14,19.56,10.5,20.4,4.4,12.4,23.9,75,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,July,14,19.56,10.5,20.4,4.4,13.8,26.1,73,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,August,14,19.56,10.5,20.4,4.4,13.5,25.5,65,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,September,14,19.56,10.5,20.4,4.4,9.6,20.9,48,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,October,14,19.56,10.5,20.4,4.4,5,15,42,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,November,14,19.56,10.5,20.4,4.4,1.5,8.1,49,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Austria,Vienna,December,14,19.56,10.5,20.4,4.4,-1.8,3.8,44,Euro,EUR,16.3,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Vienna"" target=""blank"">https://en.wikipedia.org/wiki/Vienna</a>"
Belgium,Brussels,January,10,25.5,12,21.6,4.2,-0.5,4.8,68,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,February,10,25.5,12,21.6,4.2,0.7,6.7,52,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,March,10,25.5,12,21.6,4.2,2.5,10.3,68,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,April,10,25.5,12,21.6,4.2,5.1,14.3,52,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,May,10,25.5,12,21.6,4.2,8.2,18.5,65,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,June,10,25.5,12,21.6,4.2,11.2,22,73,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,July,10,25.5,12,21.6,4.2,12.5,22.8,69,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,August,10,25.5,12,21.6,4.2,12.6,22.6,61,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,September,10,25.5,12,21.6,4.2,10.9,20.7,63,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,October,10,25.5,12,21.6,4.2,7.6,15.5,72,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,November,10,25.5,12,21.6,4.2,3.6,9.1,71,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Belgium,Brussels,December,10,25.5,12,21.6,4.2,0.7,5.8,71,Euro,EUR,6.4,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Brussels"" target=""blank"">https://en.wikipedia.org/wiki/Brussels</a>"
Czech Republic,Prague,January,9.75,10.92,4.09,14.51,1.87,-3.8,1.8,21,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,February,9.75,10.92,4.09,14.51,1.87,-2.9,3.7,19,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,March,9.75,10.92,4.09,14.51,1.87,0,8.8,26,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,April,9.75,10.92,4.09,14.51,1.87,3.4,14.2,31,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,May,9.75,10.92,4.09,14.51,1.87,8.2,19.7,61,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,June,9.75,10.92,4.09,14.51,1.87,11.3,22.5,69,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,July,9.75,10.92,4.09,14.51,1.87,12.8,24.6,70,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,August,9.75,10.92,4.09,14.51,1.87,12.6,24.4,65,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,September,9.75,10.92,4.09,14.51,1.87,9,19.7,42,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,October,9.75,10.92,4.09,14.51,1.87,4.8,13.8,30,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,November,9.75,10.92,4.09,14.51,1.87,0.7,6.6,29,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Czech Republic,Prague,December,9.75,10.92,4.09,14.51,1.87,-2,3.2,23,Czech Krona,CZK,18.1,Eastern Europe,"<a href=""https://en.wikipedia.org/wiki/Prague"" target=""blank"">https://en.wikipedia.org/wiki/Prague</a>"
Denmark,Copenhagen,January,13.4,34.3,16.08,22.51,6.43,-1.7,2.5,50,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,February,13.4,34.3,16.08,22.51,6.43,-1.9,2.8,33,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,March,13.4,34.3,16.08,22.51,6.43,-0.2,5.5,39,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,April,13.4,34.3,16.08,22.51,6.43,2.9,10.3,40,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,May,13.4,34.3,16.08,22.51,6.43,7.7,15.9,42,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,June,13.4,34.3,16.08,22.51,6.43,11.5,19.7,52,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,July,13.4,34.3,16.08,22.51,6.43,13.3,21.1,67,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,August,13.4,34.3,16.08,22.51,6.43,13,21,64,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,September,13.4,34.3,16.08,22.51,6.43,10.4,17,61,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,October,13.4,34.3,16.08,22.51,6.43,7,12.3,56,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,November,13.4,34.3,16.08,22.51,6.43,1.6,7.3,60,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Denmark,Copenhagen,December,13.4,34.3,16.08,22.51,6.43,0.4,3.9,57,Danish Kroner,DKK,8.1,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Copenhagen"" target=""blank"">https://en.wikipedia.org/wiki/Copenhagen</a>"
Finland,Helsinki,January,7,20.52,18,22.8,5,-8.2,-2.7,44,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,February,7,20.52,18,22.8,5,-8.6,-3,33,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,March,7,20.52,18,22.8,5,-5.4,0.8,33,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,April,7,20.52,18,22.8,5,-0.1,6.7,37,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,May,7,20.52,18,22.8,5,5.5,14,36,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,June,7,20.52,18,22.8,5,10.6,18.9,47,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,July,7,20.52,18,22.8,5,13.2,20.8,72,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,August,7,20.52,18,22.8,5,12.3,19.3,78,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,September,7,20.52,18,22.8,5,7.7,13.8,71,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,October,7,20.52,18,22.8,5,3.5,8.4,72,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,November,7,20.52,18,22.8,5,-1.2,3,70,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
Finland,Helsinki,December,7,20.52,18,22.8,5,-5.6,-0.5,57,Euro,EUR,5.3,Northern Europe,"<a href=""https://en.wikipedia.org/wiki/Helsinki"" target=""blank"">https://en.wikipedia.org/wiki/Helsinki</a>"
France,Paris,January,15,25.65,12,20.4,3.6,0.7,6,54,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,February,15,25.65,12,20.4,3.6,1.2,7.3,46,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,March,15,25.65,12,20.4,3.6,3.4,12.2,50,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,April,15,25.65,12,20.4,3.6,5.8,15.9,44,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,May,15,25.65,12,20.4,3.6,8.9,19.8,58,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,June,15,25.65,12,20.4,3.6,12.1,22.9,56,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,July,15,25.65,12,20.4,3.6,14.1,24.8,53,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,August,15,25.65,12,20.4,3.6,13.9,24.3,51,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,September,15,25.65,12,20.4,3.6,11.5,21.3,56,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,October,15,25.65,12,20.4,3.6,7.6,15.7,57,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,November,15,25.65,12,20.4,3.6,4.3,10.1,58,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
France,Paris,December,15,25.65,12,20.4,3.6,1.8,6.7,54,Euro,EUR,35.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Paris"" target=""blank"">https://en.wikipedia.org/wiki/Paris</a>"
Germany,Berlin,January,12,16.8,9,16.8,5.6,-3.4,1.7,43,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,February,12,16.8,9,16.8,5.6,-2.9,3,34,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,March,12,16.8,9,16.8,5.6,0,7.9,35,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,April,12,16.8,9,16.8,5.6,3.8,13.5,41,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,May,12,16.8,9,16.8,5.6,8,19.1,54,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,June,12,16.8,9,16.8,5.6,11.3,22.3,70,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,July,12,16.8,9,16.8,5.6,13.4,23.8,57,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,August,12,16.8,9,16.8,5.6,12.7,23.3,61,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,September,12,16.8,9,16.8,5.6,9.5,19.4,44,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,October,12,16.8,9,16.8,5.6,7.5,13.3,37,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,November,12,16.8,9,16.8,5.6,1.9,7,45,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Germany,Berlin,December,12,16.8,9,16.8,5.6,-1.2,3.2,49,Euro,EUR,31.2,Western Europe,"<a href=""https://en.wikipedia.org/wiki/Berlin"" target=""blank"">https://en.wikipedia.org/wiki/Berlin</a>"
Greece,Athens,January,10,14,9,19.2,2.8,6.3,12.8,52,Euro,EUR,5.5,Southern Europe,"<a href=""https://en.wikipedia.org/wiki/Athens"" target=""blank"">https://en.wikipedia.org/wiki/Athens</a>"
Greece,Athens,February,10,14,9,19.2,2.8,6.6,13.7,43,Euro,EUR,5.5,Southern Europe,"<a href=""https://en.wikipedia.org/wiki/Athens"" target=""blank"">https://en.wikipedia.org/wiki/Athens</a>"
Greece,Athens,March,10,14,9,19.2,2.8,7.7,15.4,45,Euro,EUR,5.5,Southern Europe,"<a href=""https://en.wikipedia.org/wiki/Athens"" target=""blank"">https://en.wikipedia.org/wiki/Athens</a>"
Greece,Athens,April,10,14,9,19.2,2.8,11.2,20.2,27,Euro,EUR,5.5,Southern Europe,"<a href=""https://en.wikipedia.org/wiki/Athens"" target=""blank"">https://en.wikipedia.org/wiki/Athens</a>"
